,Author,Book,Filename,Optional years exist,Translated,Year,Years (optional),Scraped Year,Scraped Author
5289,Charles Mair,Through the Mackenzie Basin,b'12569-0.txt',1,0,1899,1899 1857,1908,1886
5290,Charles W. Chesnutt,The Conjure Woman,b'11666.txt',0,0,1899,1899,,1901
5291,Charles Waddell Chesnutt,Frederick Douglass,b'10986-8.txt',1,0,1899,1899 1817,1899,
5292,Charles Waddell Chesnutt,"The Wife of his Youth and Other Stories of the Color Line, and",b'11057-8.txt',1,0,1899,1899 1858 1932,,1901
5293,Clara Dillingham Pierson,Among the Farmyard People,b'19381-8.txt',0,0,1899,1899,1899,
5294,Deristhe L. Hoyt,Barbara's Heritage,b'16241-8.txt',0,0,1899,1899,,1898
5295,Dutton Payne,Mistress Penwick,b'12256-8.txt',0,0,1899,,1899,
5296,E. W. Hornung,The Amateur Cracksman,b'706.txt',0,0,1899,,1899,
5297,Edith Nesbit,Pussy and Doggy Tales,b'27190-8.txt',0,0,1899,1899,,1901
5298,Edmond Rostand,The Romancers,b'17581.txt',1,1,1899,1915 1868 1960,1899,
5299,Edward A. Johnson,"History of Negro Soldiers in the Spanish-American War, and Other Items of Interest",b'11102-8.txt',0,0,1899,1899,,1896
5300,Edward Lear,Laughable Lyrics,b'13649-8.txt',0,0,1899,,1899,
5301,Edward S. Ellis,Dewey and Other Naval Commanders,b'17253-8.txt',0,0,1899,1899,,1889
5302,Egerton Castle,The Light of Scarthey,b'26045-8.txt',0,0,1899,1899,1900,1892
5303,Elbert Hubbard,A Message to Garcia,b'17195.txt',0,0,1899,1914,1899,
5304,Ellen M. Cyr,Libro segundo de lectura,b'11047-8.txt',0,0,1899,,1899,
5305,Ellice Hopkins,"The Power of Womanhood, or Mothers and Sons",b'16047-8.txt',0,0,1899,1901,1899,
5306,Ellsworth Douglass,Pharaoh's Broker,b'25295-8.txt',0,0,1899,1899,,1899
5307,Emil Frommel,Eingeschneit,b'21917-0.txt',1,0,1899,1908 1828,1899,
5308,Estelle M. Hurll,Raphael,b'19314-0.txt',0,0,1899,1899,1899,
5309,Estelle M. Hurll,Rembrandt,b'19602-0.txt',0,0,1899,1899,1899,
5310,Eva Scott,Rupert Prince Palatine,b'39426-8.txt',0,0,1899,1900,1899,
5311,Fannie E. Newberry,Joyce's Investments,b'21857-8.txt',0,0,1899,1899,1899,
5312,Finley Peter Dunne,Mr. Dooley: In the Hearts of His Countrymen,b'13784.txt',0,0,1899,1899,,1902
5313,Francis W. Doughty,The Bradys and the Girl Smuggler,b'16919.txt',0,0,1899,1899,,1909
5314,Frank Norris,McTeague,b'165-8.txt',0,0,1899,,1899,
5315,Frank R. Stockton,The Vizier of the Two-Horned Alexander,b'10368.txt',0,0,1899,1899,1900,1870
5316,Frederic Courtland Penfield,East of Suez,b'27260-8.txt',0,0,1899,1899,1907,1899
5317,G. A. Henty,The Golden Canyon,b'11609-8.txt',0,0,1899,1899,,1887
5318,G. A. Henty,Both Sides the Border,b'19070.txt',0,0,1899,,1899,
5319,George A. Aitken,"The Tatler, Volume 1, 1899",b'13645-0.txt',1,0,1899,1899 1710 1786 1898 1709,,
5320,George Edward Woodberry,Heart of Man,b'12329-8.txt',1,0,1899,1899 1809,1899,
5321,Gilbert Parker,"The Trail of the Sword, Complete",b'6210.txt',0,0,1899,,,1896
5322,Gilbert Parker,At The Sign Of The Eagle,b'6218.txt',0,0,1899,,,1896
5323,Gilbert Parker,Parables Of A Province,b'6242.txt',0,0,1899,,,1896
5324,Gilbert Parker,"Michel and Angele [A Ladder of Swords], Complete",b'6253.txt',0,0,1899,,,1896
5325,Gilbert Parker,John Enderby,b'6254.txt',0,0,1899,,,1896
5326,Gilbert Parker,"The Weavers, Complete",b'6267.txt',0,0,1899,,,1896
5327,Gilbert Parker,"Embers, (Poetry) Complete",b'6271.txt',0,0,1899,,,1896
5328,Gilbert Parker,"A Lover's Diary, (Poetry) Complete",b'6274.txt',0,0,1899,,,1896
5329,Gilbert Parker,"The World For Sale, Complete",b'6284.txt',0,0,1899,,,1896
5330,Gilbert Parker,"You Never Know Your Luck, Complete",b'6288.txt',0,0,1899,,,1896
5331,Gilbert Parker,"Wild Youth, Volume Complete",b'6291.txt',0,0,1899,,,1896
5332,Gilbert Parker,"No Defense, Complete",b'6295.txt',0,0,1899,,,1896
5333,Gilbert Parker,"Carnac's Folly, Complete",b'6299.txt',0,0,1899,,,1896
5334,Gilbert Parker,Quotes and Images From The Works of Gilbert Parker,b'7553.txt',0,0,1899,,,1896
5335,Grant Allen,Hilda Wade,b'4903.txt',0,0,1899,1899,1899,
5336,H. G. Wells,Love and Mr. Lewisham,b'11640-8.txt',0,0,1899,,1899,
5337,H.G. Wells,The Sleeper Awakes,b'12163-8.txt',0,0,1899,1899,1900,1895
5338,Harold Frederic,The Market-Place,b'298.txt',0,0,1899,,1899,
5339,Henry C. Lahee,Famous Violinists of To-day and Yesterday,b'14884-8.txt',1,0,1899,1899 1650 1750 1800,,
5340,Henry Cabot Lodge,"George Washington, Vol. II",b'12653-8.txt',1,0,1899,1899 1778,,1892
5341,Henry Theophilus Finck,Primitive Love and Love-Stories,b'11934-8.txt',0,0,1899,1899,,1908
5342,Henry van Dyke,Fisherman's Luck,b'1139.txt',0,0,1899,,1899,
5343,Honore De Balzac,"The Stepmother, A Drama in Five Acts",b'15878.txt',0,0,1899,1848,,1868
5344,Honore De Balzac,Lost Illusions,b'13159.txt',0,0,1899,,1997,
5345,Ida Husted Harper,The Life and Work of Susan B. Anthony (Volume 1 of 2),b'15220-8.txt',0,0,1899,1899,,1898
5346,Israel Abrahams,Chapters on Jewish Literature,b'13678-8.txt',1,0,1899,1899 1786,1899,
5347,J. Conway Walter,Records of Woodhall Spa and Neighbourhood,b'27160-0.txt',0,0,1899,1899,,
5348,J. P. Fitzpatrick,The Transvaal from Within,b'16494-8.txt',0,0,1899,1899,,
5349,J. S. LeFanu,Uncle Silas,b'14851-8.txt',0,0,1899,1899,,
5350,J. W. Fortescue,The Drummer's Coat,b'19801.txt',0,0,1899,1899,,1895
5351,James Milne,The Romance of a Pro-Consul,b'16928.txt',1,0,1899,1911 1812,1899,
5352,James Milne,The Black Colonel,b'21834-8.txt',0,0,1899,,,1970
5353,James Wycliffe Headlam,Bismarck and the Foundation of the German Empire,b'12400-8.txt',1,0,1899,1899 1821,1899,
5354,Janet McKenzie Hill,"Salads, Sandwiches and Chafing-Dish Dainties",b'19077-8.txt',0,0,1899,1909,1899,
5355,John Addington Symonds,Renaissance in Italy Vol. 3,b'11559-8.txt',0,0,1899,1899,,1875
5356,John Cotton Dana,A Library Primer,b'15327-8.txt',0,0,1899,1903,1899,
5357,John Fiske,The Beginnings of New England,b'12767-8.txt',1,0,1899,1654 1892 1689 1889,1889,1873
5358,John Jay Chapman,Emerson and Other Essays,b'13088-8.txt',1,0,1899,1899 1965,,1913
5359,John N. Cobb,The Lobster Fishery of Maine,b'17475.txt',0,0,1899,1899,1900,1917
5360,John N. Luff,What Philately Teaches,b'15713-8.txt',0,0,1899,1899,1899,
5361,John T. Morse,"Abraham Lincoln, Vol. I.",b'12800-8.txt',0,0,1899,1899,,1892
5362,John T. Morse,"Abraham Lincoln, Vol. II",b'12801-8.txt',0,0,1899,1899,,1892
5363,Joseph Conrad,Heart of Darkness,b'219.txt',0,0,1899,,1899,
5364,Kirk Munroe,"""Forward, March""",b'16231-8.txt',0,0,1899,1899,1899,
5365,Laura Jean Libbey,Mischievous Maid Faynie,b'13740-8.txt',0,0,1899,1899,,1888
5366,Lily Dougall,The Mormon Prophet,b'17279-8.txt',0,0,1899,1899,1899,
5367,Louis Becke and Walter Jeffery,The Naval Pioneers of Australia,b'12992-8.txt',0,0,1899,1899,,
5368,Louis Creswicke,"South Africa and the Transvaal War, Vol. 2 (of 6)",b'26198-8.txt',0,0,1899,1899,,1900
5369,M. Jacson,The Record of a Regiment of the Line,b'15972-8.txt',0,0,1899,1899,,
5370,Madison Cawein,Myth and Romance,b'16535-8.txt',0,0,1899,1899,1899,
5371,Mary Cholmondeley,Red Pottage,b'14885-8.txt',0,0,1899,1900,1899,
5372,Mary E. Wilkins Freeman,The Jamesons,b'17792.txt',0,0,1899,1899,1899,
5373,Mary E. Wilkins Freeman,Evelina's Garden,b'17891.txt',0,0,1899,,1899,
5374,Mary J. Holmes,The Cromptons,b'16138-8.txt',0,0,1899,1899,,1993
5375,Mary Louisa S. Molesworth,"""Us""",b'16954-8.txt',0,0,1899,1899,,1879
5376,Maud Menefee,Child Stories from the Masters,b'21764-0.txt',0,0,1899,1899,1899,
5377,Maurus Jókai,The Poor Plutocrats,b'18705-8.txt',0,1,1899,1899,,
5378,Maurus Jokai,The Poor Plutocrats,b'18705.txt',0,1,1899,1899,,
5379,Mrs. Everard Cotes (AKA Sara Jeannette Duncan),The Path of a Star,b'5102.txt',0,0,1899,1899,,
5380,Orison Swett Marden,Cheerfulness as a Life Power,b'18394-8.txt',0,0,1899,1899,,1894
5381,Ralph Connor,The Sky Pilot,b'3248.txt',0,0,1899,,1899,
5382,Ralph Waldo Trine,What All The World's A-Seeking,b'14312.txt',0,0,1899,,1899,
5383,Robert Browning,Browning's Shorter Poems,b'16376-8.txt',0,0,1899,1917,1899,
5384,Roswell Martin Field and Eugene Field,Echoes from the Sabine Farm,b'13885-8.txt',0,0,1899,1899,,
5385,Rupert Hughes,The Dozen from Lakerim,b'11062-8.txt',0,0,1899,1899,,1917
5386,S. R. Crockett,The Black Douglas,b'17733-8.txt',0,0,1899,1899,1899,
5387,Selma Lagerlof,Invisible Links,b'14273-8.txt',0,0,1899,,1899,
5388,Sherwin Cody,"Four Famous American Writers: Washington Irving, Edgar Allan Poe,",b'11249-8.txt',0,0,1899,1899,,1903
5389,Stanley Waterloo,The Wolf's Long Howl,b'10391-8.txt',0,0,1899,1899,1899,
5390,Sutton E. Griggs,Imperium in Imperio: A Study Of The Negro Race Problem,b'15454-8.txt',0,0,1899,1899,,
5391,T. G. Steward,The Colored Regulars in the United States Army,b'16750-8.txt',1,0,1899,1899 1860 1812,1904,1904
5392,T. Phelan,The Siege of Kimberley,b'13777-8.txt',0,0,1899,1899,,
5393,Theodore Roosevelt,Rough Riders,b'13000.txt',0,0,1899,1899,1899,
5394,Unknown,Andreas: The Legend of St. Andrew,b'15225-8.txt',1,1,1899,1899 1843 1894,,1893
5395,Various,The Alleged Haunting of B---- House,b'16538-8.txt',0,0,1899,1899,,1839
5396,Various,One Hundred Merrie And Delightsome Stories,b'18575-8.txt',0,0,1899,1899,,1839
5397,Virginia Sharpe Patterson,Dickey Downy,b'16255-8.txt',1,0,1899,1420 1899,1899,
5398,W. Bion Adkins,The Jericho Road,b'13816.txt',0,0,1899,1901,1899,
5399,W. D. Lighthall,Hochelagans and Mohawks,b'14777-8.txt',0,0,1899,1899,1899,
5400,William Archer,"America To-day, Observations and Reflections",b'7997-8.txt',0,0,1899,1899,,1842
5401,William Dean Howells,"Their Silver Wedding Journey, Part I.",b'3371.txt',0,0,1899,1899,,1884
5402,William Dean Howells,Their Silver Wedding Journey,b'4646.txt',0,0,1899,1899,1899,
5403,William J. Long,Ways of Wood Folk,b'18193-8.txt',0,0,1899,1902,1899,
5404,William James,Talks To Teachers On Psychology; And To Students On Some Of Life's Ideals,b'16287-8.txt',0,0,1899,1925,1899,
5405,William Ralph Inge,Christian Mysticism,b'14596-8.txt',0,0,1899,1899,1899,
5406,William Somerset Maugham,Orientations,b'31308-8.txt',0,0,1899,,1899,
5407,Winston Churchill,"Richard Carvel, Volume 8",b'5372.txt',0,0,1899,1775,,1956
5408,Wm. Murray Graydon,In Friendship's Guise,b'15965-8.txt',0,0,1899,1899,,
5409,A. A. Milne,The Sunny Side,b'13441-8.txt',0,0,1900,1922,1900,
5410,A. E. Winship,Jukes-Edwards,b'15623-8.txt',0,0,1900,1900,,
5411,Adrian C. Anson,A Ball Player's Career,b'19652.txt',0,0,1900,1900,,
5412,Albert Bigelow Paine,"Mark Twain, A Biography, Vol. 3, Part 1, 1900-1907",b'2986.txt',0,0,1900,1900,,1912
5413,Alexander Maclaren,Expositions of Holy Scripture,b'15836-8.txt',0,0,1900,,1900,
5414,Alfred Wesley Wishart,A Short History of Monks and Monasteries,b'13206-8.txt',0,0,1900,1900,1900,
5415,Amelia E. Barr,The Man Between,b'787.txt',0,0,1900,1900,,1886
5416,Anna Chapin Ray,"Phebe, Her Profession",b'12584-8.txt',0,0,1900,1902,1900,
5417,Anna Katharine Green,The Circular Study,b'18761-8.txt',0,0,1900,1900,1900,
5418,Annie Fellows-Johnston,The Story of Dago,b'17429-8.txt',0,0,1900,1900,,1916
5419,Anonymous,Chinese Literature,b'10056-8.txt',0,0,1900,1900,,1996
5420,Anonymous,Oriental Literature,b'10121-8.txt',0,0,1900,1900,,1996
5421,Anonymous,"Persian Literature, Volume 2, Comprising The Shah Nameh, The",b'13060-8.txt',0,1,1900,1900,,1996
5422,Anonymous,The story of Burnt Njal,b'17919-8.txt',0,1,1900,1900,,1996
5423,Anthony Hope,Quisanté,b'19752-8.txt',0,0,1900,1900,,1800
5424,Anthony Hope,Quisante,b'19752.txt',0,0,1900,1900,1902,1800
5425,Arnold Bennett,Hilda Lessways,b'10658-8.txt',0,0,1900,1911,1900,
5426,Arnold Bennett,The Roll-Call,b'12654-8.txt',0,0,1900,,1900,
5427,Arnold Bennett,The Price of Love,b'12912-8.txt',0,0,1900,1914,1900,
5428,Arthur Conan Doyle,Beyond the City,b'356.txt',0,0,1900,,1900,
5429,Arthur Dimock,Bell's Cathedrals: The Cathedral Church of St. Paul,b'25266-8.txt',1,0,1900,1900 1858 1708 1873,,1898
5430,Arthur M. Mann,The Boer in Peace and War,b'15561-8.txt',0,0,1900,1900,,
5431,Arthur Sherburne Hardy,Songs of Two,b'9465.txt',0,0,1900,1900,,1881
5432,Arthur W. Pinero,The Gay Lord Quex,b'15744-8.txt',0,0,1900,1900,,
5433,Barry Pain,Marge Askinforit,b'26024-8.txt',1,0,1900,1921 1985 1920,1900,
5434,Beatrix Potter,The Tale Of Peter Rabbit,b'14304.txt',0,0,1900,1916,1900,
5435,Beatrix Potter,The Tale of Peter Rabbit,b'14838.txt',0,0,1900,1902,1900,
5436,Beatrix Potter,The Story of Miss Moppet,b'14848.txt',0,0,1900,1906,1900,
5437,Beatrix Potter,The Tale of Johnny Town-Mouse,b'15284.txt',0,0,1900,1918,1900,
5438,Benjamin Disraeli,Sketches,b'19781-8.txt',0,0,1900,,1900,
5439,Benjamin of Tudela,The Itinerary of Benjamin of Tudela,b'14981-8.txt',0,1,1900,1907,1900,
5440,Blackwood Ketcham Benson,Who Goes There?,b'12229-8.txt',0,0,1900,1900,,
5441,Booth Tarkington,Monsieur Beaucaire,b'1983.txt',0,0,1900,,1900,
5442,Burt L. Standish,Frank Merriwell's Reward,b'19402.txt',0,0,1900,1900,1900,
5443,Burt L. Standish,Frank Merriwell's Backers,b'39433-8.txt',0,0,1900,,,1903
5444,Camille Flammarion,Astronomy for Amateurs,b'25267-8.txt',0,0,1900,1910,1900,
5445,Carl Van Doren,Contemporary American Novelists (1900-1920),b'12563-8.txt',0,0,1900,1900,1922,1925
5446,Charles Felton Pidgin,Quincy Adams Sawyer and Mason's Corner Folks,b'16414.txt',0,0,1900,1905,1900,
5447,Charles Frederic Goss,The Redemption of David Corson,b'14730-8.txt',0,0,1900,1900,1900,
5448,Charles Garvice,Adrien Leroy,b'16682-8.txt',0,0,1900,,1900,
5449,Charles Sumner,"Charles Sumner; His Complete Works, Volume III (of 20)",b'45637-0.txt',1,0,1900,1900 1849,1900,
5450,Chester A. Reed,Flower Guide,b'45676-0.txt',0,0,1900,1927,1900,
5451,Edith Wharton,The Custom of the Country,b'11052-8.txt',0,0,1900,1913,1900,
5452,Edith Wharton,The Touchstone,b'267.txt',0,0,1900,,1900,
5453,Edna Ferber,Half Portions,b'14714-8.txt',0,0,1900,1920,1900,
5454,Edward Channing,A Short History of the United States,b'12423-8.txt',1,0,1900,1908 1760,1900,
5455,Edward Noyes Westcott,The Christmas Story from David Harum,b'25927.txt',0,0,1900,1900,1900,
5456,Edward R. Shaw,Big People and Little People of Other Lands,b'14655.txt',0,0,1900,1900,1900,
5457,Edward Stratemeyer,The Campaign of the Jungle,b'31317-8.txt',0,0,1900,,1900,
5458,Elizabeth F. Ellet,"The Women of The American Revolution, Vol 1 (of 2)",b'49411-8.txt',0,0,1900,1900,,1850
5459,Elizabeth F. Ellet,"The Women of The American Revolution, Vol 2 (of 2)",b'49412-8.txt',1,0,1900,1900 1732,,1850
5460,Elizabeth Strong Worthington,The Gentle Art of Cooking Wives,b'26187-8.txt',0,0,1900,,1900,
5461,Ellen Glasgow,The Voice of the People,b'16505-8.txt',0,0,1900,1904,1900,
5462,Ellen M. Dallas and Caroline A. Burgin,Among the Mushrooms,b'18452-0.txt',0,0,1900,1900,,
5463,Ellen Thorneycroft Fowler,The Farringdons,b'19798-8.txt',0,0,1900,1900,1900,
5464,Emerson Hough,The Girl at the Halfway House,b'14948.txt',0,0,1900,1900,1903,1904
5465,Emile Gaboriau,The Mystery of Orcival,b'1651.txt',0,0,1900,,1900,
5466,Epiphanius Wilson,Hindu Literature,b'13268-0.txt',0,1,1900,1900,1900,
5467,Ernest N. Bennett,With Methuen's Column on an Ambulance Train,b'15520-8.txt',0,0,1900,1900,,1914
5468,Erskine Childers,In the Ranks of the C.I.V.,b'13235-8.txt',0,0,1900,1900,1900,
5469,Estelle M. Hurll,Jean Francois Millet,b'13119-8.txt',0,0,1900,1900,,1905
5470,Estelle M. Hurll,Michelangelo,b'17212-0.txt',0,0,1900,1900,1901,1905
5471,Estelle M. Hurll,Sir Joshua Reynolds,b'19009-8.txt',0,0,1900,1900,,1905
5472,F. Marion Crawford,In The Palace Of The King,b'13243-8.txt',0,0,1900,1900,1900,
5473,Francis Thompson,Shelley,b'1336.txt',0,0,1900,1914,1900,
5474,Francis Thompson,New Poems,b'1471.txt',0,0,1900,,,1894
5475,Frank Norris,A Man's Woman,b'16096-8.txt',0,0,1900,1904,1900,
5476,Frank R. Stockton,A Bicycle of Cathay,b'12334-8.txt',0,0,1900,1900,1900,
5477,Frederic William Farrar,Eric,b'12083-8.txt',0,0,1900,1902,1900,
5478,G. K. Chesterton,The New Jerusalem,b'13468.txt',0,0,1900,,1900,
5479,G. K. Chesterton,Greybeards at Play,b'14706-8.txt',0,0,1900,1900,,1901
5480,G. Lowes Dickinson,The Meaning of Good--A Dialogue,b'12508-8.txt',0,0,1900,1900,,1896
5481,G.J. Whyte-Melville,"M. or N. ""Similia similibus curantur.""",b'11085-8.txt',0,0,1900,,1900,
5482,George Ade,More Fables,b'11930.txt',0,0,1900,1900,1900,
5483,George Francis Atkinson,"Studies of American Fungi. Mushrooms, Edible, Poisonous, etc.",b'26492-8.txt',0,0,1900,1900,1900,
5484,George Gissing,The Private Papers of Henry Ryecroft,b'1463.txt',0,1,1900,1903,1900,
5485,George Ludington Weed,A Life of St. John for the Young,b'17166-8.txt',0,0,1900,1900,1900,
5486,Gilbert Chesterton,The Wild Knight and Other Poems,b'12037-8.txt',0,0,1900,1900,,1901
5487,Gilbert Parker,An Unpardonable Liar,b'15793.txt',0,0,1900,1900,,1896
5488,Grant Showerman,Horace and His Influence,b'16801-8.txt',0,0,1900,,1900,
5489,H. G. Wells,The First Men In The Moon,b'1013.txt',0,0,1900,,1900,
5490,H. H. S. Pearse,Four Months Besieged,b'16466-8.txt',0,0,1900,1900,1900,
5491,H. Rider Haggard,Hunter Quatermain's Story,b'2728-8.txt',0,0,1900,,,1885
5492,H. W. Nevinson,Ladysmith,b'16603-8.txt',0,0,1900,1900,,
5493,Handley C. G. Moule,Philippian Studies,b'25221-8.txt',0,0,1900,1900,,1893
5494,Harold Begbie,The Story of Baden-Powell,b'17300-8.txt',0,0,1900,1900,,1920
5495,Helen Bannerman,Little Black Sambo,b'17824.txt',0,0,1900,,1900,
5496,Helen Bannerman,The Story of Little Black Mingo,b'11162.txt',0,0,1900,,,1900
5497,Herbert Cook,Giorgione,b'12307-8.txt',0,0,1900,1904,1900,
5498,Herbert George Wells,The New Machiavelli,b'1047.txt',0,0,1900,,1900,
5499,Hilaire Belloc,The Historic Thames,b'13046-8.txt',0,0,1900,,1900,
5500,Honore De Balzac,A Street Of Paris And Its Inhabitant,b'8150.txt',1,1,1900,1900 1845,,1868
5501,Horatio Alger,Adrift in New York,b'18581.txt',0,0,1900,1900,1900,
5502,Horatio Alger,Sam's Chance,b'26043.txt',0,0,1900,,1900,
5503,Horatio Alger Jr.,The Cash Boy,b'296.txt',0,0,1900,,1900,
5504,Howard C. Hillegas,With the Boer Forces,b'16462-8.txt',0,0,1900,1900,,
5505,Hugh Walpole,The Prelude to Adventure,b'19085-8.txt',0,0,1900,1919,1900,
5506,Ida B. Wells-Barnett,Mob Rule in New Orleans,b'14976.txt',0,0,1900,1900,,1991
5507,J.M. Barrie,Tommy and Grizel,b'11901-8.txt',0,0,1900,1900,1900,
5508,Jack London,The People of the Abyss,b'1688.txt',0,0,1900,1902,1900,
5509,Jacob Abbott,Peter the Great,b'21889-8.txt',1,0,1900,1902 1676,1900,
5510,Jacob Abbott,Margaret of Anjou,b'25275-8.txt',0,0,1900,1902,1900,
5511,James Augustus Henry Murray,The evolution of English lexicography,b'11694-8.txt',0,0,1900,1900,,1880
5512,Jerome K. Jerome,Three Men on the Bummel,b'2183.txt',0,0,1900,1914,1900,
5513,John Buchan,The Half-Hearted,b'17047-8.txt',0,0,1900,,1900,
5514,John Kendrick Bangs,The Booming of Acre Hill,b'11309-8.txt',0,0,1900,1902,1900,
5515,John Kline,"Life and Labors of Elder John Kline, the Martyr Missionary",b'16711-8.txt',0,0,1900,1900,,1911
5516,John Marshall,"The Life of George Washington, Vol. 3 (of 5)",b'18593-8.txt',0,0,1900,1795,,1823
5517,John Oxenham,A Maid of the Silver Sea,b'14832-8.txt',0,0,1900,,,1913
5518,Joseph Conrad,Youth,b'525.txt',0,0,1900,,1900,
5519,Joseph Conrad,Lord Jim,b'5658.txt',0,0,1900,1917,1900,
5520,Josephine Elizabeth Butler,Native Races and the War,b'14299-8.txt',1,0,1900,1900 1834,1900,
5521,Jules Claretie,His Excellency the Minister,b'15934-8.txt',0,0,1900,1900,1900,
5522,Julia Magruder,A Beautiful Alien,b'25989-8.txt',0,0,1900,1901,1900,
5523,Kirk Munroe,Under the Great Bear,b'19235-8.txt',0,0,1900,1901,1900,
5524,L. Frank Baum,The Wonderful Wizard of Oz,b'55.txt',0,0,1900,1900,1983,1900
5525,Leo Nikoleyevich Tolstoy,The Awakening,b'17352-8.txt',0,1,1900,1900,1900,
5526,Leonard Huxley,Thomas Henry Huxley,b'15429-8.txt',1,0,1900,1920 1846,1900,
5527,Lilian Bell,As Seen By Me,b'12416-8.txt',0,0,1900,1900,1900,
5528,Lord Byron,"The Works Of Lord Byron, Vol. 3 (of 7)",b'21811-0.txt',1,0,1900,1900 1812,,1800
5529,Louis How,James B. Eads,b'26052-8.txt',0,0,1900,1900,1900,
5530,"Louise de la Ramée, a.k.a. Ouida",The Waters of Edera,b'13459.txt',0,0,1900,1900,,
5531,Lurana W. Sheldon,For Gold or Soul?,b'11166.txt',0,0,1900,1900,,
5532,Margaret A. McIntyre,The Cave Boy of the Age of Stone,b'18576-8.txt',0,0,1900,1907,1900,
5533,Marie Corelli,The Treasure of Heaven,b'18449-8.txt',0,0,1900,1906,1900,
5534,Mario Uchard,French and Oriental Love in a Harem,b'21868-8.txt',0,0,1900,,1900,
5535,Mark Twain,The Man that Corrupted Hadleyburg,b'1213.txt',0,0,1900,1907,1900,
5536,Mary E. Wilkins,The Heart's Highway,b'4528.txt',1,0,1900,1900 1682,1900,
5537,Mary Jane Holmes,Bad Hugh,b'16662-8.txt',0,0,1900,1900,,1900
5538,Mary Platt Parmele,A Short History of Russia,b'16930-8.txt',0,0,1900,1907,1900,
5539,Maud Lindsay,Mother Stories,b'15929-8.txt',0,0,1900,1928,1900,
5540,Maurice Hewlett,The Life and Death of Richard Yea-and-Nay,b'14813-0.txt',0,0,1900,1901,1900,
5541,Mme. La Marquise de Fontenoy,"The Secret Memoirs of the Courts of Europe: William II, Germany; Francis Joseph, Austria-Hungary, Volume I. (of 2)",b'12548-8.txt',0,0,1900,1900,,
5542,Montague Glass,Potash & Perlmutter,b'18164-8.txt',0,0,1900,1909,1900,
5543,Mrs. Lawrence Turnbull,A Golden Book of Venice,b'10455-8.txt',1,0,1900,1900 1565,,1893
5544,Owen Wister,The Jimmyjohn Boss and Other Stories,b'1390.txt',0,0,1900,,1900,
5545,P. Chalmers Mitchell,Thomas Henry Huxley; A Sketch Of His Life And Work,b'16935-0.txt',1,0,1900,1900 1859,1900,
5546,Paul Laurence Dunbar,The Strength of Gideon and Other Stories,b'15886-8.txt',0,0,1900,1900,,1913
5547,Prescott Holmes,Young Peoples' History of the War with Spain,b'17993-8.txt',0,0,1900,1900,1900,
5548,R. E. Sanderson,The Life of the Waiting Soul,b'21881.txt',0,0,1900,1900,,
5549,Ralph Connor,"Michael McGrath, Postmaster",b'19257.txt',0,0,1900,1900,,1898
5550,Ralph Henry Barbour,The Half-Back,b'11041-8.txt',0,0,1900,,1900,
5551,Richard Le Gallienne,The Worshipper of the Image,b'10812-8.txt',0,0,1900,1900,1900,
5552,Richard Wagner,Tristan and Isolda,b'16250-8.txt',0,0,1900,,1900,
5553,Robert Grant,Unleavened Bread,b'14645-8.txt',0,0,1900,1900,,1991
5554,Robert Neilson Stephens,Philip Winwood,b'15506-8.txt',1,0,1900,1763 1900,1900,1908
5555,Robert Smythe Hichens,Tongues of Conscience,b'25986-8.txt',1,0,1900,1900 1971,1900,
5556,Rosa Mulholland,The Late Miss Hollingford,b'18991-8.txt',0,1,1900,,1900,
5557,Rosa Mulholland,Hetty Gray,b'15538.txt',0,0,1900,,,1900
5558,Roy Rockwood,The Wizard of the Sea,b'20132.txt',0,0,1900,1900,1900,
5559,Rudyard Kipling,The Kipling Reader,b'16578-8.txt',0,0,1900,1923,1900,
5560,Rush Rhees,The Life of Jesus of Nazareth,b'13228-0.txt',0,0,1900,1902,1900,
5561,S. Weir Mitchell,The Autobiography of a Quack And The Case Of George Dedlow,b'693.txt',0,0,1900,,1900,
5562,Sam R. Watkins,"""Co. Aytch""",b'13202.txt',0,0,1900,1900,1900,
5563,Samuel Butler,The Way of All Flesh,b'2084.txt',1,0,1900,1912 1807,1900,
5564,Samuel Rutherford Crockett,Red Axe,b'12191-8.txt',0,0,1900,1900,,1894
5565,Selma Lagerlof,The Emperor of Portugallia,b'14356-8.txt',0,1,1900,,1900,
5566,Sir Walter Alexander Raleigh,Milton,b'21677-8.txt',0,0,1900,1915,1900,
5567,Sophie May,"Jimmy, Lucy, and All",b'14608.txt',0,0,1900,1900,,1871
5568,Spenser Wilkinson,Lessons of the War,b'15110-8.txt',0,0,1900,1900,1900,
5569,Stanley J. Weyman,Count Hannibal,b'15763.txt',0,0,1900,1922,1900,
5570,Stephen Leacock,Literary Lapses,b'6340.txt',0,0,1900,,1900,
5571,Stewart White,Gold,b'30826-8.txt',0,1,1900,1913,1900,
5572,T. Jenkins Hains,Mr. Trunnell,b'13073.txt',0,0,1900,1900,1900,
5573,Theodore Roosevelt,Hunting the Grisly and Other Sketches,b'3337.txt',1,0,1900,1902 1776 1884,1900,
5574,Thomas Anderton,A Tale of One City: The New Birmingham,b'11356-8.txt',0,0,1900,1900,,
5575,Thomas Cooke Middleton,Some notes on the bibliography of the Philippines,b'35191-8.txt',0,0,1900,1900,,
5576,Translated by Eirikr Magnusson and William Morris,The Story of Grettir The Strong,b'12747-8.txt',1,1,1900,1900 1797 1875,,
